bsm_id,bsm_scientific_name,bsm_common_name,bsm_species_id,exists_in_wt
771,Burhinus indicus,Indian Thick-knee,,t
772,Burhinus oedicnemus,Stone-curlew,4586,t
773,Burhinus senegalensis,Senegal Thick-knee,,t
774,Burhinus superciliaris,Peruvian Thick-knee,,t
775,Burhinus vermiculatus,Water Thick-knee,,t
777,Butastur indicus,Grey-faced Buzzard,,t
778,Butastur teesa,White-eyed Buzzard,,f
779,Buteo albigula,White-throated Hawk,,t
781,Buteo augur,Augur Buzzard,,t
782,Buteo brachypterus,Madagascar Buzzard,,f
786,Buteo japonicus,Eastern Buzzard,,t
787,Buteo lagopus,Rough-legged Buzzard,949,t
789,Buteo nitidus,Grey-lined Hawk,1217,t
790,Buteo oreophilus,Mountain Buzzard,,f
798,Buteogallus coronatus,Chaco Eagle,,t
800,Buteogallus schistaceus,Slate-coloured Hawk,,t
803,Buthraupis montana,Hooded Mountain Tanager,,t
806,Bycanistes albotibialis,White-thighed Hornbill,,t
807,Bycanistes brevis,Silvery-cheeked Hornbill,,t
808,Bycanistes bucinator,Trumpeter Hornbill,,t
809,Bycanistes fistulator,Piping Hornbill,,t
810,Bycanistes subcylindricus,Black-and-white-casqued Hornbill,,t
811,Cacatua alba,White Cockatoo,,f
812,Cacatua ducorpsii,Ducorps's Cockatoo,,t
813,Cacatua galerita,Sulphur-crested Cockatoo,,t
814,Cacatua goffiniana,Tanimbar Corella,,f
815,Cacatua sanguinea,Little Corella,,t
816,Cacatua tenuirostris,Long-billed Corella,,t
818,Cacicus chrysonotus,Mountain Cacique,,t
819,Cacicus chrysopterus,Golden-winged Cacique,,t
820,Cacicus haemorrhous,Red-rumped Cacique,,t
821,Cacicus latirostris,Band-tailed Cacique,,t
822,Cacicus oseryi,Casqued Cacique,,t
823,Cacicus solitarius,Solitary Black Cacique,,t
825,Cacomantis castaneiventris,Chestnut-breasted Cuckoo,,t
826,Cacomantis flabelliformis,Fan-tailed Cuckoo,,t
827,Cacomantis leucolophus,White-crowned Cuckoo,,t
828,Cacomantis merulinus,Plaintive Cuckoo,,t
829,Cacomantis pallidus,Pallid Cuckoo,,t
830,Cacomantis passerinus,Grey-bellied Cuckoo,,t
831,Cacomantis sonneratii,Banded Bay Cuckoo,,t
832,Cacomantis variolosus,Brush Cuckoo,,t
834,Calamanthus fuliginosus,Striated Fieldwren,,t
835,Calamonastes fasciolatus,Barred Wren-Warbler,,f
836,Calamonastes simplex,Grey Wren-Warbler,,t
837,Calamonastes stierlingi,Stierling's Wren-Warbler,,t
839,Calandrella acutirostris,Hume's Lark,,t
841,Calandrella cinerea,Red-capped Lark,,t
842,Calandrella dukhunensis,Mongolian Short-toed Lark,,f
843,Calcarius lapponicus,Lapland Bunting,1023,t
846,Calendulauda africanoides,Fawn-coloured Lark,,t
847,Calendulauda albescens,Karoo Lark,,t
848,Calendulauda alopex,Foxy Lark,,t
849,Calendulauda poecilosterna,Pink-breasted Lark,,t
850,Calendulauda sabota,Sabota Lark,,t
851,Calicalicus madagascariensis,Red-tailed Vanga,,t
876,Caligavis chrysops,Yellow-faced Honeyeater,,t
877,Caligavis subfrenata,Black-throated Honeyeater,,f
878,Callacanthis burtoni,Spectacled Finch,,t
879,Callaeas wilsoni,North Island Kokako,,t
881,Calliope pectardens,Firethroat,,t
882,Calliope pectoralis,Himalayan Rubythroat,,t
883,Calliope tschebaiewi,Chinese Rubythroat,,t
888,Callocephalon fimbriatum,Gang-gang Cockatoo,,t
892,Caloramphus fuliginosus,Brown Barbet,,f
896,Calyptomena viridis,Green Broadbill,,t
897,Calyptomena whiteheadi,Whitehead's Broadbill,,t
900,Calyptorhynchus banksii,Red-tailed Black-Cockatoo,,t
901,Calyptorhynchus funereus,Yellow-tailed Black-Cockatoo,,t
902,Calyptorhynchus lathami,Glossy Black-Cockatoo,,t
903,Calyptorhynchus latirostris,Carnaby's Black-Cockatoo,,t
904,Camaroptera brachyura,Green-backed Camaroptera,,t
905,Camaroptera chloronota,Olive-green Camaroptera,,t
906,Camaroptera superciliaris,Yellow-browed Camaroptera,,t
907,Campephaga flava,Black Cuckooshrike,,t
908,Campephaga quiscalina,Purple-throated Cuckooshrike,,t
909,Campephilus gayaquilensis,Guayaquil Woodpecker,,t
912,Campephilus leucopogon,Cream-backed Woodpecker,,t
913,Campephilus magellanicus,Magellanic Woodpecker,,t
915,Campephilus pollens,Powerful Woodpecker,,t
916,Campephilus robustus,Robust Woodpecker,,t
917,Campephilus rubricollis,Red-necked Woodpecker,,t
918,Campethera abingoni,Golden-tailed Woodpecker,,t
919,Campethera cailliautii,Green-backed Woodpecker,,f
920,Campethera mombassica,Mombasa Woodpecker,,f
921,Campethera nubica,Nubian Woodpecker,,t
924,Campylopterus falcatus,Lazuline Sabrewing,,t
926,Campylopterus largipennis,Grey-breasted Sabrewing,,t
927,Campylorhamphus falcularius,Black-billed Scythebill,,t
928,Campylorhamphus procurvoides,Curve-billed Scythebill,,t
934,Campylorhynchus fasciatus,Fasciated Wren,,t
935,Campylorhynchus griseus,Bicoloured Wren,555,t
938,Campylorhynchus megalopterus,Grey-barred Wren,1175,t
939,Campylorhynchus nuchalis,Stripe-backed Wren,,t
941,Campylorhynchus turdinus,Thrush-like Wren,,t
948,Cantorchilus guarayanus,Fawn-breasted Wren,,t
951,Cantorchilus longirostris,Long-billed Wren,,t
955,Cantorchilus superciliaris,Superciliated Wren,,t
958,Capito auratus,Gilded Barbet,,t
959,Capito aurovirens,Scarlet-crowned Barbet,,t
960,Capito dayi,Black-girdled Barbet,,t
961,Capito hypoleucus,White-mantled Barbet,,t
962,Capito niger,Black-spotted Barbet,,f
963,Capito quinticolor,Five-coloured Barbet,,t
964,Capito squamatus,Orange-fronted Barbet,,t
965,Capito wallacei,Scarlet-banded Barbet,,t
966,Caprimulgus affinis,Savanna Nightjar,,t
967,Caprimulgus asiaticus,Indian Nightjar,,t
968,Caprimulgus atripennis,Jerdon's Nightjar,,t
969,Caprimulgus clarus,Slender-tailed Nightjar,,t
970,Caprimulgus climacurus,Long-tailed Nightjar,,t
972,Caprimulgus fossii,Square-tailed Nightjar,,t
973,Caprimulgus indicus,Jungle Nightjar,1251,t
974,Caprimulgus jotaka,Grey Nightjar,,t
975,Caprimulgus macrurus,Large-tailed Nightjar,,t
976,Caprimulgus madagascariensis,Madagascar Nightjar,,t
977,Caprimulgus manillensis,Philippine Nightjar,,t
978,Caprimulgus natalensis,Swamp Nightjar,,t
979,Caprimulgus nigriscapularis,Black-shouldered Nightjar,,t
980,Caprimulgus pectoralis,Fiery-necked Nightjar,,t
981,Caprimulgus poliocephalus,Montane Nightjar,,t
983,Caprimulgus rufigena,Rufous-cheeked Nightjar,,t
984,Caprimulgus tristigma,Freckled Nightjar,,t
993,Cardinalis phoeniceus,Vermilion Cardinal,,t
998,Cariama cristata,Red-legged Seriema,,t
999,Carpococcyx radiceus,Bornean Ground-Cuckoo,,t
1000,Carpococcyx renauldi,Coral-billed Ground-Cuckoo,,t
1001,Carpodacus dubius,Chinese White-browed Rosefinch,,t
1003,Carpodacus puniceus,Red-fronted Rosefinch,,t
1004,Carpodacus rodochroa,Pink-browed Rosefinch,,t
1005,Carpodacus rubicilla,Great Rosefinch,,t
1006,Carpodacus rubicilloides,Streaked Rosefinch,,t
1007,Carpodacus sibiricus,Long-tailed Rosefinch,,t
1008,Carpodacus synoicus,Sinai Rosefinch,,t
1009,Carpodacus thura,Himalayan White-browed Rosefinch,,f
1010,Carpornis cucullata,Hooded Berryeater,,t
1011,Carpornis melanocephala,Black-headed Berryeater,,t
1012,Carpospiza brachydactyla,Pale Rockfinch,,t
1013,Carterornis chrysomela,Golden Monarch,,t
1014,Carterornis leucotis,White-eared Monarch,,t
1015,Carterornis pileatus,White-naped Monarch,,t
1018,Casiornis rufus,Rufous Casiornis,,t
1020,Casuarius casuarius,Southern Cassowary,,t
1021,Catamblyrhynchus diadema,Plushcap,,t
1022,Catamenia analis,Band-tailed Seedeater,,t
1023,Catamenia homochroa,Paramo Seedeater,,t
1024,Catamenia inornata,Plain-coloured Seedeater,,t
1028,Catharus dryas,Yellow-throated Nightingale-Thrush,1907,t
1034,Catharus maculatus,Speckled Nightingale-Thrush,,t
1036,Catharus minimus,Grey-cheeked Thrush,147,t
1040,Catreus wallichii,Cheer Pheasant,,f
1041,Cecropis abyssinica,Lesser Striped Swallow,,t
1042,Cecropis cucullata,Greater Striped Swallow,,t
1043,Cecropis daurica,Red-rumped Swallow,,t
1044,Cecropis semirufa,Rufous-chested Swallow,,t
1045,Cecropis striolata,Striated Swallow,,t
1046,Celeus castaneus,Chestnut-coloured Woodpecker,685,t
1047,Celeus elegans,Chestnut Woodpecker,,t
1048,Celeus flavescens,Blond-crested Woodpecker,,t
1049,Celeus flavus,Cream-coloured Woodpecker,,t
1050,Celeus galeatus,Helmeted Woodpecker,,t
1051,Celeus grammicus,Scale-breasted Woodpecker,,t
1053,Celeus lugubris,Pale-crested Woodpecker,,t
1054,Celeus obrieni,Kaempfer's Woodpecker,,t
1055,Celeus ochraceus,Ochre-backed Woodpecker,,t
1056,Celeus spectabilis,Rufous-headed Woodpecker,,t
1057,Celeus torquatus,Ringed Woodpecker,,t
1058,Celeus undatus,Waved Woodpecker,,t
1062,Centropus andamanensis,Andaman Coucal,,t
1063,Centropus bengalensis,Lesser Coucal,,t
1064,Centropus celebensis,Bay Coucal,,t
1065,Centropus chlororhynchos,Green-billed Coucal,,t
1066,Centropus leucogaster,Black-throated Coucal,,t
1067,Centropus melanops,Black-faced Coucal,,t
1068,Centropus menbeki,Greater Black Coucal,,t
1069,Centropus milo,Buff-headed Coucal,,t
1070,Centropus monachus,Blue-headed Coucal,,t
1071,Centropus phasianinus,Pheasant Coucal,,t
1072,Centropus rectunguis,Short-toed Coucal,,t
1073,Centropus senegalensis,Senegal Coucal,,t
1074,Centropus sinensis,Greater Coucal,,t
1075,Centropus superciliosus,White-browed Coucal,,t
1076,Centropus toulou,Malagasy Coucal,,t
1077,Centropus viridis,Philippine Coucal,,t
1078,Cephalopterus penduliger,Long-wattled Umbrellabird,,t
1081,Ceratogymna atrata,Black-casqued Hornbill,,t
1082,Ceratopipra chloromeros,Round-tailed Manakin,,t
1083,Ceratopipra cornuta,Scarlet-horned Manakin,,t
1086,Ceratopipra rubrocapilla,Red-headed Manakin,,t
1087,Cercibis oxycerca,Sharp-tailed Ibis,,t
1088,Cercococcyx mechowi,Dusky Long-tailed Cuckoo,,t
1089,Cercococcyx montanus,Barred Long-tailed Cuckoo,,t
1090,Cercococcyx olivinus,Olive Long-tailed Cuckoo,,t
1091,Cercomacra brasiliana,Rio de Janeiro Antbird,,t
1092,Cercomacra carbonaria,Rio Branco Antbird,,t
1093,Cercomacra cinerascens,Grey Antbird,,t
1094,Cercomacra ferdinandi,Bananal Antbird,,t
1095,Cercomacra manu,Manu Antbird,,t
1096,Cercomacra melanaria,Mato Grosso Antbird,,t
1098,Cercomacroides fuscicauda,Riparian Antbird,,t
1099,Cercomacroides laeta,Willis's Antbird,,t
1100,Cercomacroides nigrescens,Blackish Antbird,,t
1101,Cercomacroides parkeri,Parker's Antbird,,t
1102,Cercomacroides serva,Black Antbird,,t
1104,Cercotrichas barbata,Miombo Scrub Robin,,f
1105,Cercotrichas coryphoeus,Karoo Scrub Robin,,t
1107,Cercotrichas hartlaubi,Brown-backed Scrub Robin,,t
1108,Cercotrichas leucophrys,Red-backed Scrub Robin,,t
1109,Cercotrichas paena,Kalahari Scrub Robin,,t
1110,Cercotrichas podobe,Black Scrub Robin,,t
1111,Cercotrichas quadrivirgata,Bearded Scrub Robin,,t
1112,Cercotrichas signata,Brown Scrub Robin,,t
1115,Certhia discolor,Sikkim Treecreeper,,t
1117,Certhia himalayana,Bar-tailed Treecreeper,,t
1118,Certhia hodgsoni,Hodgson's Treecreeper,,f
1119,Certhia manipurensis,Hume's Treecreeper,,t
1120,Certhiasomus stictolaemus,Spot-throated Woodcreeper,,t
1121,Certhiaxis cinnamomeus,Yellow-chinned Spinetail,,t
1122,Certhiaxis mustelinus,Red-and-white Spinetail,,t
1123,Certhilauda chuana,Short-clawed Lark,,f
1124,Certhilauda semitorquata,Eastern Long-billed Lark,,t
1125,Certhilauda subcoronata,Karoo Long-billed Lark,,t
1126,Certhionyx variegatus,Pied Honeyeater,,t
1128,Cettia brunnifrons,Grey-sided Bush Warbler,,t
1129,Cettia castaneocoronata,Chestnut-headed Tesia,,t
1131,Cettia major,Chestnut-crowned Bush Warbler,,t
1132,Ceuthmochares aereus,Blue Malkoha,,t
1133,Ceuthmochares australis,Green Malkoha,,t
1134,Ceyx azureus,Azure Kingfisher,,t
1135,Ceyx erithaca,Black-backed Dwarf-Kingfisher,,t
1136,Chaetocercus mulsant,White-bellied Woodstar,,t
1137,Chaetops frenatus,Cape Rockjumper,,f
1140,Chaetura cinereiventris,Grey-rumped Swift,1263,t
1145,Chalcomitra amethystina,Amethyst Sunbird,,t
1146,Chalcomitra senegalensis,Scarlet-chested Sunbird,,t
1147,Chalcoparia singalensis,Ruby-cheeked Sunbird,,t
1148,Chalcophaps indica,Asian Emerald Dove,,t
1149,Chalcophaps longirostris,Pacific Emerald Dove,,t
1150,Chalcophaps stephani,Stephan's Dove,,t
1154,Chamaepetes goudotii,Sickle-winged Guan,,t
1156,Chamaetylas fuelleborni,White-chested Alethe,,t
1157,Chamaetylas poliocephala,Brown-chested Alethe,,f
1158,Chamaeza campanisona,Short-tailed Antthrush,,t
1159,Chamaeza meruloides,Such's Antthrush,,t
1160,Chamaeza mollissima,Barred Antthrush,,t
1161,Chamaeza nobilis,Striated Antthrush,,t
1162,Chamaeza ruficauda,Rufous-tailed Antthrush,,t
1163,Chamaeza turdina,Schwartz's Antthrush,,t
1165,Charadrius bicinctus,Double-banded Plover,,t
1168,Charadrius falklandicus,Two-banded Plover,,f
1170,Charadrius javanicus,Javan Plover,,f
1173,Charadrius modestus,Rufous-chested Dotterel,,t
1178,Charadrius peronii,Malaysian Plover,,f
1179,Charadrius placidus,Long-billed Plover,,t
791,Buteo plagiatus,Grey Hawk,1246,t
1181,Charadrius tricollaris,Three-banded Plover,,t
1185,Charitospiza eucosma,Coal-crested Finch,,t
1186,Charmosyna papou,West Papuan Lorikeet,,f
1190,Chauna chavaria,Northern Screamer,,t
1191,Chauna torquata,Southern Screamer,,t
1192,Chelidoptera tenebrosa,Swallow-winged Puffbird,,t
1193,Chelidorhynx hypoxanthus,Yellow-bellied Fairy-Fantail,,t
1194,Chenonetta jubata,Maned Duck,,t
1195,Chersomanes albofasciata,Spike-heeled Lark,,f
1197,Chionomesa fimbriata,Glittering-throated Emerald,,f
1198,Chionomesa lactea,Sapphire-spangled Emerald,,f
1199,Chiroxiphia boliviana,Yungas Manakin,,t
1200,Chiroxiphia caudata,Swallow-tailed Manakin,,t
1203,Chiroxiphia pareola,Blue-backed Manakin,,t
1204,Chlamydera maculata,Spotted Bowerbird,,t
1205,Chlamydera nuchalis,Great Bowerbird,,t
1206,Chlidonias albostriatus,Black-fronted Tern,,f
1208,Chlidonias leucopterus,White-winged Black Tern,2416,t
1210,Chloephaga picta,Upland Goose,,t
1212,Chlorestes cyanus,White-chinned Sapphire,,f
1215,Chlorestes notata,Blue-chinned Sapphire,,t
1216,Chloris chloris,European Greenfinch,,t
1217,Chloris monguilloti,Vietnamese Greenfinch,,t
1219,Chloris spinoides,Yellow-breasted Greenfinch,,t
1224,Chlorochrysa phoenicotis,Glistening-green Tanager,,t
1225,Chlorocichla flaviventris,Yellow-bellied Greenbul,,t
1226,Chlorocichla laetissima,Joyful Greenbul,,f
1227,Chlorocichla simplex,Simple Greenbul,,t
1233,Chlorophonia cyanea,Blue-naped Chlorophonia,,t
1234,Chlorophonia cyanocephala,Golden-rumped Euphonia,,f
1341,Cinnycerthia unirufa,Rufous Wren,,t
1237,Chlorophonia musica,Hispaniolan Euphonia,410,f
1239,Chlorophonia pyrrhophrys,Chestnut-breasted Chlorophonia,,t
1240,Chloropicus fuscescens,Cardinal Woodpecker,,t
1241,Chloropicus goertae,African Gray Woodpecker,,t
1242,Chloropicus griseocephalus,Olive Woodpecker,,t
1243,Chloropicus namaquus,Bearded Woodpecker,,t
1244,Chloropicus spodocephalus,Mountain Gray Woodpecker,,f
1245,Chloropsis aurifrons,Golden-fronted Leafbird,,t
1246,Chloropsis cochinchinensis,Javan Leafbird,,t
1247,Chloropsis cyanopogon,Lesser Green Leafbird,,t
1248,Chloropsis hardwickii,Orange-bellied Leafbird,,t
1249,Chloropsis jerdoni,Jerdon's Leafbird,,t
1250,Chloropsis sonnerati,Greater Green Leafbird,,f
1251,Chlorornis riefferii,Grass-green Tanager,,t
1256,Chlorospingus semifuscus,Dusky Chlorospingus,,t
1257,Chlorostilbon gibsoni,Red-billed Emerald,,t
1258,Chlorostilbon lucidus,Glittering-bellied Emerald,,t
1259,Chlorostilbon mellisugus,Blue-tailed Emerald,,t
1262,Chlorothraupis stolzmanni,Ochre-breasted Tanager,,t
1263,Cholornis unicolor,Brown Parrotbill,,t
1269,Chordeiles nacunda,Nacunda Nighthawk,,t
1270,Chordeiles pusillus,Least Nighthawk,,t
1271,Chroicocephalus brunnicephalus,Brown-headed Gull,,f
1272,Chroicocephalus cirrocephalus,Grey-hooded Gull,1203,t
1273,Chroicocephalus genei,Slender-billed Gull,,t
1274,Chroicocephalus maculipennis,Brown-hooded Gull,,t
1275,Chroicocephalus novaehollandiae,Silver Gull,,t
1278,Chroicocephalus serranus,Andean Gull,,t
1279,Chrysococcyx basalis,Horsfield's Bronze-Cuckoo,,t
1280,Chrysococcyx caprius,Dideric Cuckoo,,t
1281,Chrysococcyx cupreus,African Emerald Cuckoo,,t
1282,Chrysococcyx klaas,Klaas's Cuckoo,,t
1283,Chrysococcyx lucidus,Shining Bronze-Cuckoo,,t
1284,Chrysococcyx maculatus,Asian Emerald Cuckoo,,f
1285,Chrysococcyx minutillus,Little Bronze-Cuckoo,,t
1286,Chrysococcyx osculans,Black-eared Cuckoo,,t
1287,Chrysococcyx xanthorhynchus,Violet Cuckoo,,t
1288,Chrysocolaptes festivus,White-naped Woodpecker,,t
1289,Chrysocolaptes guttacristatus,Greater Flameback,,t
1291,Chrysolophus amherstiae,Lady Amherst's Pheasant,,t
1293,Chrysomma altirostre,Jerdon's Babbler,,t
1294,Chrysomma sinense,Yellow-eyed Babbler,,t
1296,Chrysomus ruficapillus,Chestnut-capped Blackbird,,t
1297,Chrysophlegma flavinucha,Greater Yellownape,,t
1298,Chrysophlegma mentale,Checker-throated Woodpecker,,t
1299,Chrysophlegma miniaceum,Banded Woodpecker,,t
1301,Chrysothlypis salmoni,Scarlet-and-white Tanager,,t
1302,Chrysuronia oenone,Golden-tailed Sapphire,,t
1303,Chrysuronia versicolor,Versicoloured Emerald,,f
1304,Chunga burmeisteri,Black-legged Seriema,,t
1305,Ciccaba albitarsis,Rufous-banded Owl,,t
1306,Ciccaba huhula,Black-banded Owl,,t
1309,Cichladusa arquata,Collared Palm-Thrush,,t
1310,Cichladusa guttata,Spotted Morning-Thrush,,t
1311,Cichlocolaptes leucophrus,Pale-browed Treehunter,,t
1312,Cichlopsis leucogenys,Rufous-brown Solitaire,,t
1313,Cicinnurus magnificus,Magnificent Bird-of-Paradise,,t
1314,Cicinnurus regius,King Bird-of-Paradise,,t
1315,Cicinnurus respublica,Wilson's Bird-of-Paradise,,t
1318,Cinclidium frontale,Blue-fronted Robin,,t
1319,Cinclocerthia gutturalis,Grey Trembler,2338,f
1320,Cinclodes albidiventris,Chestnut-winged Cinclodes,,t
1321,Cinclodes albiventris,Cream-winged Cinclodes,,t
1322,Cinclodes excelsior,Stout-billed Cinclodes,,t
1323,Cinclodes fuscus,Buff-winged Cinclodes,,t
1324,Cinclodes nigrofumosus,Seaside Cinclodes,,f
1325,Cinclodes oustaleti,Grey-flanked Cinclodes,,t
1326,Cinclodes pabsti,Long-tailed Cinclodes,,t
1327,Cinclodes patagonicus,Dark-bellied Cinclodes,,t
1328,Cincloramphus cruralis,Brown Songlark,,t
1329,Cincloramphus macrurus,Papuan Grassbird,,t
1330,Cincloramphus mathewsi,Rufous Songlark,,t
1331,Cincloramphus timoriensis,Tawny Grassbird,,t
1332,Cinclosoma ajax,Painted Quail-thrush,,t
1333,Cinclosoma castaneothorax,Chestnut-breasted Quail-thrush,,f
1334,Cinclosoma punctatum,Spotted Quail-thrush,,t
1337,Cinclus pallasii,Brown Dipper,,t
1338,Cinnycerthia fulva,Fulvous Wren,,f
1339,Cinnycerthia olivascens,Sharpe's Wren,,t
1340,Cinnycerthia peruana,Peruvian Wren,,t
1342,Cinnyricinclus leucogaster,Violet-backed Starling,,t
1343,Cinnyris afer,Greater Double-collared Sunbird,,t
1344,Cinnyris asiaticus,Purple Sunbird,,t
1345,Cinnyris bifasciatus,Purple-banded Sunbird,,t
1346,Cinnyris chalybeus,Southern Double-collared Sunbird,,t
1347,Cinnyris chloropygius,Olive-bellied Sunbird,,t
1348,Cinnyris coccinigastrus,Splendid Sunbird,,t
1349,Cinnyris cupreus,Copper Sunbird,,t
1350,Cinnyris erythrocercus,Red-chested Sunbird,,f
1351,Cinnyris fuscus,Dusky Sunbird,,t
1352,Cinnyris gertrudis,Western Miombo Sunbird,,f
1353,Cinnyris habessinicus,Shining Sunbird,,t
1354,Cinnyris jugularis,Garden Sunbird,,t
1355,Cinnyris lotenius,Loten's Sunbird,,t
1356,Cinnyris mariquensis,Marico Sunbird,,t
1357,Cinnyris mediocris,Eastern Double-collared Sunbird,,t
1358,Cinnyris nectarinioides,Black-bellied Sunbird,,f
1359,Cinnyris osea,Palestine Sunbird,,t
1360,Cinnyris pulchellus,Beautiful Sunbird,,t
1361,Cinnyris regius,Regal Sunbird,,t
1362,Cinnyris reichenowi,Northern Double-collared Sunbird,,t
1363,Cinnyris solaris,Flame-breasted Sunbird,,t
1364,Cinnyris sovimanga,Souimanga Sunbird,,t
1365,Cinnyris talatala,White-breasted Sunbird,,t
1366,Cinnyris venustus,Variable Sunbird,,t
1367,Circaetus gallicus,Short-toed Eagle,4557,t
1369,Circus approximans,Swamp Harrier,,t
1371,Circus cyaneus,Hen Harrier,2732,f
1374,Circus melanoleucos,Pied Harrier,,f
1376,Circus spilonotus,Eastern Marsh Harrier,,t
1377,Cissa chinensis,Common Green-Magpie,,t
1378,Cissa hypoleuca,Indochinese Green-Magpie,,t
1379,Cissa jefferyi,Bornean Green-Magpie,,f
1380,Cissopis leverianus,Magpie Tanager,,t
1381,Cisticola aberrans,Rock-loving Cisticola,,t
1382,Cisticola anonymus,Chattering Cisticola,,t
1383,Cisticola aridulus,Desert Cisticola,,t
1384,Cisticola ayresii,Wing-snapping Cisticola,,t
1385,Cisticola brachypterus,Siffling Cisticola,,t
1386,Cisticola cantans,Singing Cisticola,,t
1387,Cisticola cherina,Madagascar Cisticola,,t
1388,Cisticola chiniana,Rattling Cisticola,,t
1389,Cisticola chubbi,Chubb's Cisticola,,t
1390,Cisticola cinereolus,Ashy Cisticola,,f
1391,Cisticola erythrops,Red-faced Cisticola,,t
1392,Cisticola exilis,Golden-headed Cisticola,,t
1393,Cisticola fulvicapilla,Piping Cisticola,,t
1394,Cisticola haematocephalus,Coastal Cisticola,,f
1395,Cisticola hunteri,Hunter's Cisticola,,t
1397,Cisticola lais,Wailing Cisticola,,t
1398,Cisticola lateralis,Whistling Cisticola,,t
1399,Cisticola marginatus,Winding Cisticola,,t
1400,Cisticola natalensis,Croaking Cisticola,,t
1401,Cisticola nigriloris,Black-lored Cisticola,,t
1402,Cisticola njombe,Churring Cisticola,,t
1403,Cisticola pipiens,Chirping Cisticola,,f
1404,Cisticola robustus,Stout Cisticola,,f
